                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    109,                 1.1813,                0.60298,                 1.6327,                0.80039,                0.52131,                0.60317,                 0.3966,                 2.6294,                 2.4581,                 2.0488,               0.006436,               0.006436,               0.006436
                    110,                  1.198,                0.60124,                 1.6306,                0.79764,                0.51954,                0.61223,                0.40517,                 2.6635,                 2.3989,                 2.0601,               0.006403,               0.006403,               0.006403
                    111,                 1.2012,                0.61528,                 1.6291,                0.75945,                0.56128,                 0.6234,                0.40588,                 2.6602,                 2.3519,                 2.0514,                0.00637,                0.00637,                0.00637
                    112,                 1.1795,                0.60206,                 1.6273,                0.74546,                 0.5675,                  0.624,                 0.4055,                 2.6501,                 2.3174,                  2.062,               0.006337,               0.006337,               0.006337
                    113,                 1.1869,                0.60171,                   1.63,                0.75823,                 0.5459,                0.62223,                0.40869,                 2.6521,                 2.3649,                 2.0706,               0.006304,               0.006304,               0.006304
                    114,                 1.1882,                0.60685,                 1.6315,                0.71621,                0.58082,                0.61962,                0.40752,                 2.6334,                 2.3285,                 2.0393,               0.006271,               0.006271,               0.006271
                    115,                 1.1734,                0.59286,                 1.6245,                0.76493,                0.54973,                0.61421,                0.39833,                 2.6925,                 2.3681,                 2.0707,               0.006238,               0.006238,               0.006238
                    116,                 1.2001,                 0.6159,                 1.6302,                0.74741,                0.54397,                0.61225,                0.40334,                 2.6631,                 2.4829,                 2.0461,               0.006205,               0.006205,               0.006205
                    117,                 1.1874,                0.60735,                 1.6307,                0.76577,                0.54352,                0.61866,                0.40381,                 2.6703,                  2.372,                 2.0526,               0.006172,               0.006172,               0.006172
                    118,                 1.1718,                0.59658,                 1.6232,                0.71362,                0.57016,                0.62638,                0.40901,                 2.6351,                 2.3136,                 2.0449,               0.006139,               0.006139,               0.006139
                    119,                 1.1665,                0.58581,                 1.6262,                0.73695,                0.55484,                0.61687,                0.40396,                 2.6229,                 2.3649,                  2.042,               0.006106,               0.006106,               0.006106
                    120,                 1.1599,                0.58047,                 1.6267,                0.77959,                0.54344,                0.61681,                0.40649,                 2.6677,                 2.4052,                 2.0498,               0.006073,               0.006073,               0.006073
                    121,                 1.1559,                0.58281,                 1.6267,                0.70226,                0.57394,                 0.6226,                0.40831,                 2.6454,                  2.329,                 2.0543,                0.00604,                0.00604,                0.00604
                    122,                 1.1841,                0.59259,                  1.632,                0.72871,                0.57549,                0.62996,                 0.4179,                 2.6061,                 2.3207,                 2.0329,               0.006007,               0.006007,               0.006007
                    123,                 1.1681,                0.58861,                 1.6289,                0.81296,                0.52398,                0.61859,                0.40852,                 2.6348,                 2.4554,                 2.0389,               0.005974,               0.005974,               0.005974
                    124,                 1.1499,                0.57823,                 1.6257,                0.76819,                0.53819,                 0.6159,                0.40472,                 2.6625,                 2.5565,                 2.0344,               0.005941,               0.005941,               0.005941
                    125,                 1.1408,                0.58452,                 1.6253,                0.76862,                0.53103,                0.60485,                0.39292,                 2.6871,                 2.5512,                 2.0619,               0.005908,               0.005908,               0.005908
                    126,                 1.1536,                0.58624,                 1.6249,                0.76316,                 0.5302,                0.61519,                0.40062,                 2.6957,                 2.5055,                 2.0646,               0.005875,               0.005875,               0.005875
                    127,                 1.1498,                0.57406,                 1.6273,                0.74414,                0.57194,                 0.6356,                0.41911,                 2.6404,                 2.3333,                 2.0403,               0.005842,               0.005842,               0.005842
                    128,                 1.1512,                0.56873,                 1.6259,                0.74161,                0.56217,                0.61952,                0.40533,                 2.6795,                  2.454,                 2.0457,               0.005809,               0.005809,               0.005809
