                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    128,                 1.2381,                0.63572,                 1.6329,                0.77375,                0.55773,                0.61212,                 0.4025,                 2.7018,                 2.4002,                 2.0644,               0.005809,               0.005809,               0.005809
                    129,                 1.2777,                0.65386,                 1.6379,                0.73965,                0.57779,                0.62615,                0.40107,                 2.7103,                 2.2621,                 2.0426,               0.005776,               0.005776,               0.005776
                    130,                 1.2482,                0.64496,                 1.6361,                0.75932,                0.55329,                0.61747,                0.40484,                 2.6808,                 2.3369,                 2.0437,               0.005743,               0.005743,               0.005743
                    131,                 1.2557,                0.64286,                 1.6383,                0.73257,                0.58629,                0.63427,                 0.4197,                 2.6245,                 2.1709,                 2.0353,                0.00571,                0.00571,                0.00571
                    132,                 1.2517,                0.64643,                 1.6347,                0.71705,                0.58517,                0.63356,                 0.4122,                 2.6716,                 2.2213,                 2.0534,               0.005677,               0.005677,               0.005677
                    133,                 1.2704,                0.65055,                 1.6386,                0.74153,                0.56394,                0.62517,                0.40484,                 2.6986,                 2.2695,                 2.0448,               0.005644,               0.005644,               0.005644
                    134,                  1.235,                0.62792,                 1.6378,                0.77279,                 0.5558,                 0.6189,                0.40032,                 2.7304,                 2.3698,                 2.0688,               0.005611,               0.005611,               0.005611
                    135,                 1.2605,                0.64005,                 1.6347,                0.78611,                0.54183,                0.62621,                0.40713,                 2.6606,                 2.3403,                  2.039,               0.005578,               0.005578,               0.005578
                    136,                 1.2468,                  0.637,                 1.6349,                0.77068,                0.54973,                0.61451,                0.39434,                 2.7243,                 2.5283,                 2.0675,               0.005545,               0.005545,               0.005545
                    137,                 1.2492,                0.63935,                   1.64,                0.77674,                0.55506,                0.62056,                0.40339,                 2.6782,                  2.379,                 2.0448,               0.005512,               0.005512,               0.005512
                    138,                 1.2301,                0.62971,                 1.6336,                0.79432,                 0.5524,                0.62319,                0.40755,                 2.6982,                 2.3865,                 2.0657,               0.005479,               0.005479,               0.005479
                    139,                 1.2416,                0.63944,                 1.6374,                0.76388,                0.56889,                0.62808,                0.40625,                  2.667,                 2.2308,                 2.0531,               0.005446,               0.005446,               0.005446
                    140,                 1.2516,                0.64073,                 1.6364,                0.75313,                0.56306,                 0.6291,                0.41609,                 2.6559,                 2.2662,                 2.0495,               0.005413,               0.005413,               0.005413
                    141,                 1.2249,                0.62706,                 1.6344,                0.75538,                0.55861,                0.63397,                0.41771,                 2.6302,                 2.2146,                 2.0388,                0.00538,                0.00538,                0.00538
                    142,                 1.2408,                0.63489,                 1.6338,                 0.7631,                0.56071,                0.63151,                0.40982,                 2.6498,                 2.2229,                 2.0429,               0.005347,               0.005347,               0.005347
                    143,                 1.2237,                0.62656,                 1.6304,                0.75001,                0.57105,                0.62422,                0.41066,                 2.6625,                 2.3015,                 2.0537,               0.005314,               0.005314,               0.005314
                    144,                 1.2234,                0.62039,                 1.6362,                0.73492,                0.57638,                0.62179,                0.40787,                 2.6365,                 2.3231,                 2.0374,               0.005281,               0.005281,               0.005281
                    145,                 1.2169,                0.62379,                 1.6338,                0.75933,                0.54796,                 0.6165,                0.40157,                 2.6879,                 2.3916,                 2.0523,               0.005248,               0.005248,               0.005248
                    146,                 1.2272,                0.61714,                 1.6312,                0.77407,                0.54352,                0.62217,                0.40093,                  2.705,                 2.3024,                 2.0541,               0.005215,               0.005215,               0.005215
                    147,                 1.2243,                0.62089,                 1.6346,                0.74236,                0.56572,                0.61952,                0.40402,                  2.713,                  2.298,                 2.0582,               0.005182,               0.005182,               0.005182
                    148,                 1.2206,                0.61492,                 1.6338,                0.74792,                0.57705,                0.63598,                0.41435,                 2.6892,                 2.2345,                 2.0574,               0.005149,               0.005149,               0.005149
                    149,                 1.2183,                0.62064,                 1.6367,                0.76821,                 0.5595,                0.62497,                0.40222,                 2.7234,                 2.3296,                 2.0647,               0.005116,               0.005116,               0.005116
                    150,                  1.218,                0.61555,                 1.6359,                0.80442,                0.55861,                0.63059,                0.40414,                 2.7231,                 2.2904,                 2.0676,               0.005083,               0.005083,               0.005083
                    151,                 1.2223,                0.62447,                 1.6374,                0.76547,                0.56927,                0.63533,                0.41609,                 2.6777,                 2.1685,                 2.0558,                0.00505,                0.00505,                0.00505
                    152,                   1.23,                0.63238,                 1.6312,                0.76762,                0.57794,                 0.6346,                0.41621,                 2.6338,                 2.2325,                 2.0288,               0.005017,               0.005017,               0.005017
                    153,                 1.2207,                0.62127,                   1.63,                0.78356,                0.57872,                0.63338,                0.41988,                 2.6029,                 2.2735,                 2.0331,               0.004984,               0.004984,               0.004984
                    154,                 1.2003,                0.60739,                 1.6323,                0.77705,                0.56336,                0.63414,                0.41534,                 2.6454,                 2.3112,                 2.0426,               0.004951,               0.004951,               0.004951
